store_id,sku,product_name,current_stock,unit_cost,unit_price,expiry_date,reorder_level,supplier_id
STORE004,MED078,Eye Drops 100mg,25,20.44,29.28,2026-10-15,74,SUP001
STORE004,MED079,Ear Drops 50mg,50,28.94,38.57,2026-08-10,35,SUP001
STORE004,MED080,Ear Drops 100mg,62,30.25,40.93,2026-10-18,43,SUP001
STORE005,MED001,Paracetamol 50mg,648,4.2,5.36,2026-12-21,195,SUP006
STORE005,MED002,Paracetamol 100mg,731,9.7,13.51,2027-01-20,229,SUP002
STORE005,MED003,Ibuprofen 50mg,627,8.41,11.77,2026-10-04,265,SUP008
STORE005,MED004,Ibuprofen 100mg,376,3.8,5.28,2027-01-17,199,SUP009
STORE005,MED005,Aspirin 50mg,225,4.43,5.95,2026-05-07,230,SUP007
STORE005,MED006,Aspirin 100mg,302,4.09,6.06,2026-10-01,238,SUP005
STORE005,MED007,Diclofenac 50mg,640,4.96,5.97,2026-08-20,278,SUP004
STORE005,MED008,Diclofenac 100mg,771,8.88,11.98,2026-04-02,167,SUP002
STORE005,MED009,Amoxicillin 50mg,107,19.43,26.74,2027-02-10,70,SUP009
STORE005,MED010,Amoxicillin 100mg,45,30.42,39.57,2026-12-27,33,SUP001
STORE005,MED011,Azithromycin 50mg,68,18.07,22.49,2026-04-05,49,SUP007
STORE005,MED012,Azithromycin 100mg,115,28.73,41.08,2026-08-04,78,SUP001
STORE005,MED013,Ciprofloxacin 50mg,86,15.31,19.16,2026-06-04,48,SUP007
STORE005,MED014,Ciprofloxacin 100mg,66,25.2,37.75,2026-05-30,50,SUP003
STORE005,MED015,Cephalexin 50mg,121,23.95,31.22,2026-08-27,78,SUP010
STORE005,MED016,Cephalexin 100mg,34,31.48,44.57,2026-12-02,78,SUP007
STORE005,MED017,Cetirizine 50mg,234,6.46,9.32,2026-08-20,192,SUP009
STORE005,MED018,Cetirizine 100mg,654,6.22,9.32,2026-12-15,298,SUP008
STORE005,MED019,Loratadine 50mg,311,12.31,16.4,2027-01-12,261,SUP010
STORE005,MED020,Loratadine 100mg,298,16.82,20.42,2026-08-01,213,SUP007
STORE005,MED021,Phenylephrine 50mg,496,17.49,22.67,2026-11-06,205,SUP003
STORE005,MED022,Phenylephrine 100mg,734,16.16,19.99,2026-11-05,225,SUP002
STORE005,MED023,Dextromethorphan 50mg,668,8.15,10.1,2026-08-20,209,SUP010
STORE005,MED024,Dextromethorphan 100mg,719,6.97,10.13,2026-04-14,229,SUP001
STORE005,MED025,Vitamin C 50mg,472,7.46,10.02,2026-05-09,163,SUP002
STORE005,MED026,Vitamin C 100mg,296,10.74,14.56,2026-06-13,216,SUP007
STORE005,MED027,Vitamin D 50mg,797,7.65,9.64,2026-07-04,198,SUP004
STORE005,MED028,Vitamin D 100mg,527,17.41,21.93,2026-05-05,194,SUP001
STORE005,MED029,Multivitamin 50mg,691,10.54,15.17,2026-06-28,183,SUP009
STORE005,MED030,Multivitamin 100mg,472,20.01,28.11,2026-12-24,256,SUP005
STORE005,MED031,Calcium 50mg,336,7.75,9.31,2026-09-19,182,SUP010
STORE005,MED032,Calcium 100mg,591,15.46,19.18,2026-10-13,298,SUP003
STORE005,MED033,Metformin 50mg,340,36.75,46.96,2026-05-18,106,SUP005
STORE005,MED034,Metformin 100mg,105,35.42,50.98,2026-08-03,126,SUP006
STORE005,MED035,Glimepiride 50mg,113,54.01,70.81,2026-11-15,88,SUP008
STORE005,MED036,Glimepiride 100mg,302,56.98,81.15,2026-05-08,115,SUP007
STORE005,MED037,Insulin 50mg,174,24.24,31.21,2026-09-29,132,SUP010
STORE005,MED038,Insulin 100mg,133,69.52,99.03,2027-01-08,90,SUP005
STORE005,MED039,Sitagliptin 50mg,101,35.8,51.65,2026-06-24,131,SUP008
STORE005,MED040,Sitagliptin 100mg,391,37.46,45.41,2026-10-01,100,SUP006
STORE005,MED041,Amlodipine 50mg,240,30.73,40.13,2026-07-17,88,SUP003
STORE005,MED042,Amlodipine 100mg,133,38.35,54.73,2027-01-11,130,SUP005
STORE005,MED043,Losartan 50mg,201,23.91,32.62,2026-05-03,102,SUP009
STORE005,MED044,Losartan 100mg,148,32.03,45.56,2026-04-21,119,SUP006
STORE005,MED045,Atenolol 50mg,251,52.17,75.27,2026-06-15,81,SUP009
STORE005,MED046,Atenolol 100mg,361,22.09,32.07,2026-10-01,137,SUP005
STORE005,MED047,Enalapril 50mg,257,39.28,53.71,2026-08-29,148,SUP005
STORE005,MED048,Enalapril 100mg,163,17.7,23.33,2026-12-28,132,SUP001
STORE005,MED049,Omeprazole 50mg,367,21.01,30.76,2026-12-17,87,SUP007
STORE005,MED050,Omeprazole 100mg,292,22.18,29.44,2026-07-15,101,SUP001
STORE005,MED051,Ranitidine 50mg,302,17.28,23.8,2026-10-12,81,SUP007
STORE005,MED052,Ranitidine 100mg,287,22.11,29.72,2026-09-08,108,SUP009
STORE005,MED053,Antacid 50mg,210,17.12,21.78,2026-09-22,149,SUP001
STORE005,MED054,Antacid 100mg,296,22.71,32.39,2027-02-05,134,SUP010
STORE005,MED055,Domperidone 50mg,202,17.08,20.96,2026-03-25,83,SUP002
STORE005,MED056,Domperidone 100mg,339,11.71,15.23,2026-09-30,128,SUP001
STORE005,MED057,Betnovate 50mg,144,17.65,25.4,2026-09-07,75,SUP008
STORE005,MED058,Betnovate 100mg,109,40.8,57.16,2026-07-12,73,SUP001
STORE005,MED059,Clotrimazole 50mg,99,21.15,26.61,2026-10-20,48,SUP002
STORE005,MED060,Clotrimazole 100mg,100,40.81,58.1,2026-08-05,38,SUP006
STORE005,MED061,Hydrocortisone 50mg,120,41.01,50.5,2026-04-14,68,SUP004
STORE005,MED062,Hydrocortisone 100mg,93,22.53,32.27,2026-10-05,73,SUP002
STORE005,MED063,Moisturizer 50mg,144,35.03,49.11,2026-08-01,38,SUP009
STORE005,MED064,Moisturizer 100mg,148,18.84,24.9,2027-02-19,34,SUP004
STORE005,MED065,Salbutamol 50mg,41,52.26,73.62,2026-04-07,70,SUP010
STORE005,MED066,Salbutamol 100mg,21,59.92,81.53,2026-03-27,30,SUP007
STORE005,MED067,Montelukast 50mg,28,25.03,30.31,2027-02-04,41,SUP007
STORE005,MED068,Montelukast 100mg,84,32.38,39.72,2026-06-23,41,SUP006
STORE005,MED069,Theophylline 50mg,106,41.95,61.83,2026-10-03,52,SUP001
STORE005,MED070,Theophylline 100mg,95,57.45,69.05,2026-08-25,71,SUP009
STORE005,MED071,Budesonide 50mg,107,36.46,50.36,2027-02-19,72,SUP007
STORE005,MED072,Budesonide 100mg,99,35.44,48.02,2026-07-15,65,SUP004
STORE005,MED073,Sleeping Pills 50mg,32,12.44,16.39,2027-02-16,75,SUP010
STORE005,MED074,Sleeping Pills 100mg,64,16.8,24.91,2026-05-10,61,SUP006
STORE005,MED075,Antihistamine 50mg,122,14.36,18.24,2027-02-11,36,SUP007
STORE005,MED076,Antihistamine 100mg,53,24.13,35.38,2026-06-19,43,SUP009
STORE005,MED077,Eye Drops 50mg,59,14.88,21.83,2026-04-04,76,SUP009
STORE005,MED078,Eye Drops 100mg,77,18.61,26.79,2026-07-13,69,SUP003
STORE005,MED079,Ear Drops 50mg,92,17.86,23.04,2026-07-08,77,SUP004
STORE005,MED080,Ear Drops 100mg,76,15.71,22.64,2026-06-10,51,SUP009
