date,store_id,sku,product_name,quantity_sold,unit_price,total_amount
2025-04-17,STORE001,MED028,Vitamin D 100mg,12,11.19,134.28
2025-04-17,STORE003,MED037,Insulin 50mg,6,87.99,527.94
2025-04-17,STORE002,MED016,Cephalexin 100mg,8,33.91,271.28
2025-04-17,STORE001,MED014,Ciprofloxacin 100mg,4,33.14,132.56
2025-04-17,STORE005,MED013,Ciprofloxacin 50mg,2,27.79,55.58
2025-04-17,STORE001,MED011,Azithromycin 50mg,4,22.37,89.48
2025-04-17,STORE001,MED010,Amoxicillin 100mg,3,20.32,60.96
2025-04-17,STORE004,MED038,Insulin 100mg,4,51.92,207.68
2025-04-17,STORE005,MED017,Cetirizine 50mg,8,19.46,155.68
2025-04-17,STORE001,MED008,Diclofenac 100mg,11,13.93,153.23
2025-04-17,STORE003,MED006,Aspirin 100mg,10,14.19,141.9
2025-04-17,STORE002,MED005,Aspirin 50mg,12,6.68,80.16
2025-04-17,STORE003,MED004,Ibuprofen 100mg,8,12.04,96.32
2025-04-17,STORE005,MED003,Ibuprofen 50mg,12,14.86,178.32
2025-04-17,STORE001,MED002,Paracetamol 100mg,6,9.63,57.78
2025-04-17,STORE005,MED001,Paracetamol 50mg,8,6.02,48.16
2025-04-17,STORE003,MED007,Diclofenac 50mg,15,11.99,179.85
2025-04-17,STORE001,MED018,Cetirizine 100mg,4,8.82,35.28
2025-04-17,STORE003,MED009,Amoxicillin 50mg,4,43.55,174.2
2025-04-17,STORE002,MED020,Loratadine 100mg,7,19.73,138.11
2025-04-17,STORE005,MED019,Loratadine 50mg,13,11.68,151.84
2025-04-17,STORE002,MED036,Glimepiride 100mg,7,53.39,373.73
2025-04-17,STORE001,MED035,Glimepiride 50mg,10,30.19,301.9
2025-04-17,STORE005,MED034,Metformin 100mg,2,78.92,157.84
2025-04-17,STORE002,MED033,Metformin 50mg,7,76.35,534.45
2025-04-17,STORE004,MED031,Calcium 50mg,8,15.26,122.08
2025-04-17,STORE005,MED030,Multivitamin 100mg,14,11.18,156.52
2025-04-17,STORE004,MED032,Calcium 100mg,15,20.02,300.3
2025-04-17,STORE005,MED027,Vitamin D 50mg,9,16.81,151.29
2025-04-17,STORE003,MED026,Vitamin C 100mg,17,25.2,428.4
2025-04-17,STORE005,MED025,Vitamin C 50mg,13,22.33,290.29
2025-04-17,STORE001,MED024,Dextromethorphan 100mg,10,24.24,242.4
2025-04-17,STORE001,MED023,Dextromethorphan 50mg,10,9.22,92.2
2025-04-17,STORE001,MED022,Phenylephrine 100mg,5,16.61,83.05
2025-04-17,STORE003,MED021,Phenylephrine 50mg,11,10.14,111.54
2025-04-17,STORE005,MED029,Multivitamin 50mg,12,10.26,123.12
2025-04-18,STORE002,MED050,Omeprazole 100mg,7,23.58,165.06
2025-04-18,STORE003,MED056,Domperidone 100mg,8,18.42,147.36
2025-04-18,STORE002,MED055,Domperidone 50mg,4,17.82,71.28
2025-04-18,STORE003,MED054,Antacid 100mg,6,29.39,176.34
2025-04-18,STORE003,MED053,Antacid 50mg,6,19.63,117.78
2025-04-18,STORE005,MED052,Ranitidine 100mg,5,37.93,189.65
2025-04-18,STORE001,MED049,Omeprazole 50mg,3,25.77,77.31
2025-04-18,STORE001,MED057,Betnovate 50mg,2,30.63,61.26
2025-04-18,STORE003,MED047,Enalapril 50mg,3,56.04,168.12
2025-04-18,STORE003,MED046,Atenolol 100mg,12,77.08,924.96
2025-04-18,STORE003,MED045,Atenolol 50mg,6,64.7,388.2
2025-04-18,STORE004,MED044,Losartan 100mg,6,57.28,343.68
2025-04-18,STORE005,MED043,Losartan 50mg,4,62.13,248.52
2025-04-18,STORE003,MED042,Amlodipine 100mg,4,45.34,181.36
2025-04-18,STORE005,MED041,Amlodipine 50mg,4,52.47,209.88
2025-04-18,STORE004,MED048,Enalapril 100mg,6,76.22,457.32
2025-04-18,STORE003,MED058,Betnovate 100mg,1,22.11,22.11
2025-04-18,STORE002,MED040,Sitagliptin 100mg,2,35.43,70.86
2025-04-18,STORE003,MED061,Hydrocortisone 50mg,2,55.45,110.9
2025-04-18,STORE005,MED079,Ear Drops 50mg,3,36.33,108.99
2025-04-18,STORE001,MED078,Eye Drops 100mg,5,10.98,54.9
2025-04-18,STORE003,MED077,Eye Drops 50mg,1,42.61,42.61
2025-04-18,STORE001,MED076,Antihistamine 100mg,1,35.83,35.83
2025-04-18,STORE002,MED075,Antihistamine 50mg,1,17.8,17.8
2025-04-18,STORE002,MED073,Sleeping Pills 50mg,1,18.9,18.9
2025-04-18,STORE001,MED072,Budesonide 100mg,2,73.03,146.06
2025-04-18,STORE005,MED059,Clotrimazole 50mg,1,43.34,43.34
2025-04-18,STORE001,MED071,Budesonide 50mg,1,41.18,41.18
2025-04-18,STORE004,MED069,Theophylline 50mg,1,83.9,83.9
2025-04-18,STORE005,MED067,Montelukast 50mg,2,50.45,100.9
2025-04-18,STORE001,MED066,Salbutamol 100mg,8,39.37,314.96
2025-04-18,STORE005,MED065,Salbutamol 50mg,2,80.21,160.42
2025-04-18,STORE001,MED064,Moisturizer 100mg,3,41.37,124.11
2025-04-18,STORE002,MED063,Moisturizer 50mg,1,24.17,24.17
2025-04-18,STORE004,MED062,Hydrocortisone 100mg,1,42.66,42.66
2025-04-18,STORE003,MED070,Theophylline 100mg,7,81.43,570.01
2025-04-18,STORE002,MED039,Sitagliptin 50mg,5,48.25,241.25
2025-04-18,STORE002,MED001,Paracetamol 50mg,5,12.36,61.8
2025-04-18,STORE003,MED037,Insulin 50mg,4,96.31,385.24
2025-04-18,STORE005,MED016,Cephalexin 100mg,2,22.43,44.86
2025-04-18,STORE003,MED015,Cephalexin 50mg,2,22.01,44.02
2025-04-18,STORE001,MED014,Ciprofloxacin 100mg,3,27.91,83.73
2025-04-18,STORE002,MED013,Ciprofloxacin 50mg,3,37.46,112.38
2025-04-18,STORE001,MED012,Azithromycin 100mg,3,34.09,102.27
2025-04-18,STORE001,MED011,Azithromycin 50mg,1,39.55,39.55
2025-04-18,STORE001,MED010,Amoxicillin 100mg,5,38.33,191.65
2025-04-18,STORE004,MED009,Amoxicillin 50mg,3,33.71,101.13
2025-04-18,STORE001,MED008,Diclofenac 100mg,5,8.44,42.2
2025-04-18,STORE004,MED007,Diclofenac 50mg,9,7.53,67.77
2025-04-18,STORE002,MED006,Aspirin 100mg,10,10.03,100.3
2025-04-18,STORE001,MED005,Aspirin 50mg,13,7.44,96.72
2025-04-18,STORE004,MED004,Ibuprofen 100mg,9,8.59,77.31
2025-04-18,STORE002,MED003,Ibuprofen 50mg,14,7.19,100.66
2025-04-18,STORE003,MED038,Insulin 100mg,9,76.67,690.03
2025-04-18,STORE004,MED017,Cetirizine 50mg,10,16.28,162.8
2025-04-18,STORE005,MED018,Cetirizine 100mg,3,23.04,69.12
2025-04-18,STORE002,MED002,Paracetamol 100mg,14,14.79,207.06
2025-04-18,STORE004,MED020,Loratadine 100mg,8,11.98,95.84
2025-04-18,STORE005,MED036,Glimepiride 100mg,1,53.72,53.72
2025-04-18,STORE005,MED035,Glimepiride 50mg,13,69.96,909.48
2025-04-18,STORE002,MED034,Metformin 100mg,5,80.7,403.5
2025-04-18,STORE005,MED033,Metformin 50mg,5,36.87,184.35
2025-04-18,STORE005,MED032,Calcium 100mg,12,24.7,296.4
2025-04-18,STORE005,MED030,Multivitamin 100mg,16,23.91,382.56
2025-04-18,STORE004,MED029,Multivitamin 50mg,4,23.31,93.24
2025-04-18,STORE005,MED031,Calcium 50mg,10,27.0,270.0
2025-04-18,STORE002,MED027,Vitamin D 50mg,16,17.71,283.36
2025-04-18,STORE005,MED026,Vitamin C 100mg,6,17.54,105.24
2025-04-18,STORE002,MED025,Vitamin C 50mg,14,21.35,298.9
2025-04-18,STORE002,MED024,Dextromethorphan 100mg,7,19.64,137.48
2025-04-18,STORE003,MED023,Dextromethorphan 50mg,14,19.15,268.1
2025-04-18,STORE003,MED022,Phenylephrine 100mg,9,17.88,160.92
2025-04-18,STORE005,MED021,Phenylephrine 50mg,7,16.71,116.97
2025-04-18,STORE001,MED028,Vitamin D 100mg,13,15.91,206.83
2025-04-18,STORE004,MED019,Loratadine 50mg,9,15.83,142.47
2025-04-19,STORE004,MED050,Omeprazole 100mg,8,23.94,191.52
2025-04-19,STORE004,MED056,Domperidone 100mg,4,26.57,106.28
2025-04-19,STORE002,MED055,Domperidone 50mg,2,33.8,67.6
2025-04-19,STORE001,MED054,Antacid 100mg,3,18.74,56.22
2025-04-19,STORE001,MED053,Antacid 50mg,6,30.57,183.42
2025-04-19,STORE001,MED051,Ranitidine 50mg,1,35.28,35.28
2025-04-19,STORE003,MED041,Amlodipine 50mg,5,61.52,307.6
2025-04-19,STORE003,MED047,Enalapril 50mg,1,48.55,48.55
2025-04-19,STORE001,MED046,Atenolol 100mg,4,29.26,117.04
2025-04-19,STORE001,MED045,Atenolol 50mg,2,45.26,90.52
2025-04-19,STORE005,MED044,Losartan 100mg,2,29.0,58.0
2025-04-19,STORE003,MED043,Losartan 50mg,2,68.49,136.98
2025-04-19,STORE004,MED042,Amlodipine 100mg,11,61.13,672.43
2025-04-19,STORE001,MED057,Betnovate 50mg,1,42.66,42.66
2025-04-19,STORE005,MED049,Omeprazole 50mg,3,39.62,118.86
2025-04-19,STORE002,MED058,Betnovate 100mg,2,37.05,74.1
2025-04-19,STORE004,MED071,Budesonide 50mg,3,88.25,264.75
2025-04-19,STORE004,MED060,Clotrimazole 100mg,1,47.0,47.0
2025-04-19,STORE004,MED040,Sitagliptin 100mg,2,42.22,84.44
2025-04-19,STORE004,MED079,Ear Drops 50mg,3,27.66,82.98
2025-04-19,STORE002,MED077,Eye Drops 50mg,3,28.81,86.43
2025-04-19,STORE001,MED076,Antihistamine 100mg,2,10.92,21.84
2025-04-19,STORE004,MED075,Antihistamine 50mg,1,37.63,37.63
2025-04-19,STORE001,MED074,Sleeping Pills 100mg,3,26.79,80.37
2025-04-19,STORE005,MED059,Clotrimazole 50mg,1,59.4,59.4
2025-04-19,STORE005,MED073,Sleeping Pills 50mg,1,27.91,27.91
2025-04-19,STORE003,MED070,Theophylline 100mg,1,61.4,61.4
2025-04-19,STORE001,MED068,Montelukast 100mg,2,77.6,155.2
2025-04-19,STORE005,MED066,Salbutamol 100mg,1,70.03,70.03
2025-04-19,STORE004,MED065,Salbutamol 50mg,2,53.08,106.16
2025-04-19,STORE003,MED064,Moisturizer 100mg,3,28.12,84.36
2025-04-19,STORE005,MED061,Hydrocortisone 50mg,2,58.55,117.1
2025-04-19,STORE005,MED072,Budesonide 100mg,2,71.6,143.2
2025-04-19,STORE003,MED039,Sitagliptin 50mg,5,40.39,201.95
2025-04-19,STORE002,MED037,Insulin 50mg,3,30.44,91.32
2025-04-19,STORE002,MED009,Amoxicillin 50mg,2,30.32,60.64
2025-04-19,STORE004,MED018,Cetirizine 100mg,8,8.77,70.16
2025-04-19,STORE002,MED015,Cephalexin 50mg,1,43.46,43.46
2025-04-19,STORE003,MED014,Ciprofloxacin 100mg,1,30.91,30.91
2025-04-19,STORE002,MED011,Azithromycin 50mg,4,24.45,97.8
2025-04-19,STORE003,MED010,Amoxicillin 100mg,2,44.82,89.64
2025-04-19,STORE002,MED008,Diclofenac 100mg,6,10.76,64.56
2025-04-19,STORE001,MED019,Loratadine 50mg,9,21.0,189.0
2025-04-19,STORE004,MED007,Diclofenac 50mg,11,6.76,74.36
2025-04-19,STORE002,MED005,Aspirin 50mg,8,14.08,112.64
2025-04-19,STORE004,MED004,Ibuprofen 100mg,4,10.29,41.16
2025-04-19,STORE005,MED003,Ibuprofen 50mg,8,11.92,95.36
2025-04-19,STORE002,MED002,Paracetamol 100mg,7,6.2,43.4
2025-04-19,STORE002,MED001,Paracetamol 50mg,9,5.66,50.94
2025-04-19,STORE005,MED038,Insulin 100mg,4,96.48,385.92
2025-04-19,STORE005,MED006,Aspirin 100mg,5,8.46,42.3
2025-04-19,STORE002,MED020,Loratadine 100mg,4,14.48,57.92
2025-04-19,STORE004,MED017,Cetirizine 50mg,7,14.75,103.25
2025-04-19,STORE005,MED022,Phenylephrine 100mg,3,11.78,35.34
2025-04-19,STORE003,MED036,Glimepiride 100mg,3,57.78,173.34
2025-04-19,STORE002,MED035,Glimepiride 50mg,4,34.67,138.68
2025-04-19,STORE002,MED034,Metformin 100mg,3,88.32,264.96
2025-04-19,STORE003,MED033,Metformin 50mg,10,44.77,447.7
2025-04-19,STORE004,MED032,Calcium 100mg,14,13.66,191.24
2025-04-19,STORE002,MED021,Phenylephrine 50mg,6,14.74,88.44
2025-04-19,STORE005,MED030,Multivitamin 100mg,10,13.09,130.9
2025-04-19,STORE005,MED029,Multivitamin 50mg,8,15.84,126.72
2025-04-19,STORE002,MED031,Calcium 50mg,12,13.57,162.84
2025-04-19,STORE002,MED027,Vitamin D 50mg,5,29.64,148.2
2025-04-19,STORE003,MED026,Vitamin C 100mg,5,12.62,63.1
2025-04-19,STORE003,MED025,Vitamin C 50mg,10,25.59,255.9
2025-04-19,STORE004,MED024,Dextromethorphan 100mg,6,23.69,142.14
2025-04-19,STORE002,MED023,Dextromethorphan 50mg,13,20.0,260.0
2025-04-19,STORE002,MED028,Vitamin D 100mg,14,28.39,397.46
2025-04-20,STORE004,MED055,Domperidone 50mg,2,26.02,52.04
2025-04-20,STORE004,MED050,Omeprazole 100mg,5,33.79,168.95
2025-04-20,STORE001,MED054,Antacid 100mg,5,20.74,103.7
2025-04-20,STORE003,MED053,Antacid 50mg,3,25.03,75.09
2025-04-20,STORE005,MED052,Ranitidine 100mg,5,34.83,174.15
2025-04-20,STORE002,MED051,Ranitidine 50mg,5,19.97,99.85
2025-04-20,STORE005,MED049,Omeprazole 50mg,5,38.61,193.05
2025-04-20,STORE004,MED041,Amlodipine 50mg,12,67.98,815.76
2025-04-20,STORE001,MED047,Enalapril 50mg,6,33.53,201.18
2025-04-20,STORE002,MED046,Atenolol 100mg,1,79.65,79.65
2025-04-20,STORE004,MED045,Atenolol 50mg,6,49.1,294.6
2025-04-20,STORE001,MED044,Losartan 100mg,4,33.41,133.64
2025-04-20,STORE002,MED043,Losartan 50mg,7,56.3,394.1
2025-04-20,STORE005,MED042,Amlodipine 100mg,3,68.53,205.59
2025-04-20,STORE004,MED056,Domperidone 100mg,5,34.58,172.9
2025-04-20,STORE003,MED048,Enalapril 100mg,4,77.1,308.4
2025-04-20,STORE004,MED057,Betnovate 50mg,1,54.24,54.24
2025-04-20,STORE001,MED080,Ear Drops 100mg,4,15.2,60.8
2025-04-20,STORE001,MED059,Clotrimazole 50mg,1,26.94,26.94
2025-04-20,STORE004,MED079,Ear Drops 50mg,5,32.94,164.7
2025-04-20,STORE002,MED078,Eye Drops 100mg,1,47.89,47.89
2025-04-20,STORE003,MED077,Eye Drops 50mg,1,38.5,38.5
2025-04-20,STORE005,MED074,Sleeping Pills 100mg,1,44.89,44.89
2025-04-20,STORE002,MED073,Sleeping Pills 50mg,1,41.54,41.54
2025-04-20,STORE002,MED071,Budesonide 50mg,2,85.91,171.82
2025-04-20,STORE003,MED070,Theophylline 100mg,3,57.77,173.31
2025-04-20,STORE004,MED069,Theophylline 50mg,5,70.32,351.6
2025-04-20,STORE004,MED068,Montelukast 100mg,1,75.13,75.13
2025-04-20,STORE004,MED067,Montelukast 50mg,1,85.4,85.4
2025-04-20,STORE002,MED066,Salbutamol 100mg,4,51.1,204.4
2025-04-20,STORE001,MED065,Salbutamol 50mg,3,40.0,120.0
2025-04-20,STORE002,MED063,Moisturizer 50mg,1,21.87,21.87
2025-04-20,STORE005,MED061,Hydrocortisone 50mg,3,42.25,126.75
2025-04-20,STORE001,MED060,Clotrimazole 100mg,2,57.66,115.32
2025-04-20,STORE005,MED058,Betnovate 100mg,1,33.89,33.89
2025-04-20,STORE004,MED040,Sitagliptin 100mg,6,65.31,391.86
2025-04-20,STORE004,MED002,Paracetamol 100mg,7,12.19,85.33
2025-04-20,STORE003,MED038,Insulin 100mg,4,42.82,171.28
2025-04-20,STORE005,MED018,Cetirizine 100mg,3,17.9,53.7
2025-04-20,STORE002,MED017,Cetirizine 50mg,6,24.8,148.8
2025-04-20,STORE005,MED016,Cephalexin 100mg,2,32.6,65.2
2025-04-20,STORE005,MED015,Cephalexin 50mg,3,25.14,75.42
2025-04-20,STORE003,MED013,Ciprofloxacin 50mg,2,37.35,74.7
2025-04-20,STORE005,MED012,Azithromycin 100mg,2,27.27,54.54
2025-04-20,STORE004,MED011,Azithromycin 50mg,5,37.08,185.4
2025-04-20,STORE003,MED009,Amoxicillin 50mg,2,42.36,84.72
2025-04-20,STORE003,MED008,Diclofenac 100mg,6,12.54,75.24
2025-04-20,STORE003,MED007,Diclofenac 50mg,12,9.14,109.68
2025-04-20,STORE005,MED006,Aspirin 100mg,6,12.63,75.78
2025-04-20,STORE005,MED005,Aspirin 50mg,10,7.9,79.0
2025-04-20,STORE004,MED004,Ibuprofen 100mg,6,8.0,48.0
2025-04-20,STORE002,MED003,Ibuprofen 50mg,9,10.29,92.61
2025-04-20,STORE001,MED039,Sitagliptin 50mg,9,51.09,459.81
2025-04-20,STORE002,MED019,Loratadine 50mg,5,9.76,48.8
2025-04-20,STORE005,MED020,Loratadine 100mg,3,15.57,46.71
2025-04-20,STORE002,MED001,Paracetamol 50mg,7,8.21,57.47
2025-04-20,STORE005,MED022,Phenylephrine 100mg,7,13.91,97.37
2025-04-20,STORE004,MED021,Phenylephrine 50mg,3,20.95,62.85
2025-04-20,STORE002,MED036,Glimepiride 100mg,3,43.33,129.99
2025-04-20,STORE005,MED035,Glimepiride 50mg,2,68.55,137.1
2025-04-20,STORE003,MED034,Metformin 100mg,3,57.76,173.28
2025-04-20,STORE003,MED033,Metformin 50mg,4,79.41,317.64
2025-04-20,STORE001,MED032,Calcium 100mg,11,28.45,312.95
2025-04-20,STORE004,MED031,Calcium 50mg,8,29.28,234.24
2025-04-20,STORE002,MED037,Insulin 50mg,3,32.34,97.02
2025-04-20,STORE003,MED029,Multivitamin 50mg,9,27.17,244.53
2025-04-20,STORE002,MED028,Vitamin D 100mg,8,25.58,204.64
2025-04-20,STORE001,MED027,Vitamin D 50mg,7,12.83,89.81
2025-04-20,STORE002,MED026,Vitamin C 100mg,8,24.47,195.76
2025-04-20,STORE005,MED025,Vitamin C 50mg,4,18.66,74.64
2025-04-20,STORE002,MED024,Dextromethorphan 100mg,6,8.63,51.78
2025-04-20,STORE004,MED023,Dextromethorphan 50mg,10,14.3,143.0
2025-04-20,STORE005,MED030,Multivitamin 100mg,7,17.83,124.81
2025-04-21,STORE004,MED057,Betnovate 50mg,4,43.53,174.12
2025-04-21,STORE004,MED056,Domperidone 100mg,11,36.57,402.27
2025-04-21,STORE005,MED055,Domperidone 50mg,7,34.31,240.17
2025-04-21,STORE001,MED054,Antacid 100mg,4,22.04,88.16
2025-04-21,STORE003,MED053,Antacid 50mg,1,19.08,19.08
2025-04-21,STORE002,MED052,Ranitidine 100mg,6,19.58,117.48
2025-04-21,STORE002,MED050,Omeprazole 100mg,3,17.79,53.37
2025-04-21,STORE003,MED047,Enalapril 50mg,4,53.64,214.56
2025-04-21,STORE004,MED048,Enalapril 100mg,5,40.5,202.5
2025-04-21,STORE004,MED046,Atenolol 100mg,3,49.32,147.96
2025-04-21,STORE001,MED045,Atenolol 50mg,3,68.7,206.1
2025-04-21,STORE003,MED044,Losartan 100mg,3,66.25,198.75
2025-04-21,STORE003,MED043,Losartan 50mg,7,55.59,389.13
2025-04-21,STORE005,MED058,Betnovate 100mg,1,47.63,47.63
2025-04-21,STORE001,MED042,Amlodipine 100mg,6,30.72,184.32
2025-04-21,STORE001,MED049,Omeprazole 50mg,10,29.89,298.9
2025-04-21,STORE002,MED059,Clotrimazole 50mg,2,24.44,48.88
2025-04-21,STORE004,MED070,Theophylline 100mg,4,86.35,345.4
2025-04-21,STORE002,MED061,Hydrocortisone 50mg,1,48.25,48.25
2025-04-21,STORE005,MED041,Amlodipine 50mg,7,47.94,335.58
2025-04-21,STORE002,MED079,Ear Drops 50mg,4,38.68,154.72
2025-04-21,STORE002,MED078,Eye Drops 100mg,1,16.2,16.2
2025-04-21,STORE003,MED077,Eye Drops 50mg,2,48.61,97.22
2025-04-21,STORE002,MED076,Antihistamine 100mg,1,25.91,25.91
2025-04-21,STORE005,MED075,Antihistamine 50mg,1,46.52,46.52
2025-04-21,STORE001,MED074,Sleeping Pills 100mg,2,30.23,60.46
2025-04-21,STORE002,MED073,Sleeping Pills 50mg,3,18.58,55.74
2025-04-21,STORE005,MED072,Budesonide 100mg,3,84.11,252.33
2025-04-21,STORE005,MED071,Budesonide 50mg,2,89.61,179.22
2025-04-21,STORE005,MED068,Montelukast 100mg,1,77.2,77.2
2025-04-21,STORE004,MED067,Montelukast 50mg,5,81.33,406.65
2025-04-21,STORE001,MED066,Salbutamol 100mg,9,86.44,777.96
2025-04-21,STORE002,MED065,Salbutamol 50mg,3,83.75,251.25
2025-04-21,STORE003,MED064,Moisturizer 100mg,1,45.27,45.27
2025-04-21,STORE004,MED060,Clotrimazole 100mg,4,36.89,147.56
2025-04-21,STORE001,MED040,Sitagliptin 100mg,6,79.79,478.74
2025-04-21,STORE005,MED001,Paracetamol 50mg,9,9.58,86.22
2025-04-21,STORE001,MED038,Insulin 100mg,2,42.37,84.74
2025-04-21,STORE001,MED018,Cetirizine 100mg,6,21.68,130.08
2025-04-21,STORE005,MED017,Cetirizine 50mg,8,17.86,142.88
2025-04-21,STORE001,MED016,Cephalexin 100mg,2,29.14,58.28
2025-04-21,STORE002,MED015,Cephalexin 50mg,3,49.28,147.84
2025-04-21,STORE004,MED013,Ciprofloxacin 50mg,3,45.5,136.5
2025-04-21,STORE003,MED011,Azithromycin 50mg,2,24.49,48.98
2025-04-21,STORE005,MED010,Amoxicillin 100mg,2,33.63,67.26
2025-04-21,STORE004,MED009,Amoxicillin 50mg,1,48.36,48.36
2025-04-21,STORE001,MED008,Diclofenac 100mg,10,9.94,99.4
2025-04-21,STORE005,MED007,Diclofenac 50mg,9,7.52,67.68
2025-04-21,STORE005,MED006,Aspirin 100mg,13,6.51,84.63
2025-04-21,STORE003,MED005,Aspirin 50mg,12,11.94,143.28
2025-04-21,STORE001,MED004,Ibuprofen 100mg,11,9.54,104.94
2025-04-21,STORE005,MED003,Ibuprofen 50mg,11,5.5,60.5
2025-04-21,STORE003,MED002,Paracetamol 100mg,10,14.83,148.3
2025-04-21,STORE004,MED019,Loratadine 50mg,2,21.02,42.04
2025-04-21,STORE003,MED020,Loratadine 100mg,9,11.22,100.98
2025-04-21,STORE002,MED039,Sitagliptin 50mg,6,84.75,508.5
2025-04-21,STORE002,MED022,Phenylephrine 100mg,8,10.72,85.76
2025-04-21,STORE005,MED021,Phenylephrine 50mg,6,19.93,119.58
2025-04-21,STORE002,MED037,Insulin 50mg,4,79.31,317.24
2025-04-21,STORE001,MED036,Glimepiride 100mg,8,33.05,264.4
2025-04-21,STORE002,MED035,Glimepiride 50mg,3,80.67,242.01
2025-04-21,STORE001,MED034,Metformin 100mg,8,75.24,601.92
2025-04-21,STORE003,MED032,Calcium 100mg,10,23.28,232.8
2025-04-21,STORE002,MED031,Calcium 50mg,7,22.92,160.44
2025-04-21,STORE004,MED033,Metformin 50mg,10,35.32,353.2
2025-04-21,STORE004,MED029,Multivitamin 50mg,14,14.37,201.18
2025-04-21,STORE002,MED028,Vitamin D 100mg,13,21.85,284.05
2025-04-21,STORE001,MED027,Vitamin D 50mg,7,23.08,161.56
2025-04-21,STORE003,MED026,Vitamin C 100mg,13,20.85,271.05
2025-04-21,STORE005,MED025,Vitamin C 50mg,13,13.07,169.91
2025-04-21,STORE004,MED024,Dextromethorphan 100mg,7,13.42,93.94
2025-04-21,STORE004,MED023,Dextromethorphan 50mg,13,11.96,155.48
2025-04-21,STORE005,MED030,Multivitamin 100mg,12,18.04,216.48
2025-04-22,STORE005,MED051,Ranitidine 50mg,7,26.8,187.6
2025-04-22,STORE003,MED056,Domperidone 100mg,2,38.87,77.74
2025-04-22,STORE005,MED055,Domperidone 50mg,10,38.45,384.5
2025-04-22,STORE003,MED054,Antacid 100mg,5,22.58,112.9
2025-04-22,STORE003,MED053,Antacid 50mg,5,37.21,186.05
2025-04-22,STORE001,MED052,Ranitidine 100mg,5,15.78,78.9
2025-04-22,STORE004,MED050,Omeprazole 100mg,8,37.85,302.8
2025-04-22,STORE001,MED041,Amlodipine 50mg,3,55.43,166.29
2025-04-22,STORE005,MED048,Enalapril 100mg,2,35.54,71.08
2025-04-22,STORE003,MED047,Enalapril 50mg,7,46.31,324.17
2025-04-22,STORE003,MED046,Atenolol 100mg,4,60.48,241.92
2025-04-22,STORE004,MED045,Atenolol 50mg,7,30.6,214.2
2025-04-22,STORE002,MED044,Losartan 100mg,15,27.53,412.95
2025-04-22,STORE004,MED043,Losartan 50mg,3,68.36,205.08
2025-04-22,STORE003,MED057,Betnovate 50mg,1,26.59,26.59
2025-04-22,STORE003,MED049,Omeprazole 50mg,5,25.8,129.0
2025-04-22,STORE002,MED058,Betnovate 100mg,7,24.67,172.69
2025-04-22,STORE002,MED068,Montelukast 100mg,6,73.58,441.48
2025-04-22,STORE001,MED061,Hydrocortisone 50mg,1,44.36,44.36
2025-04-22,STORE005,MED040,Sitagliptin 100mg,3,46.59,139.77
2025-04-22,STORE001,MED078,Eye Drops 100mg,4,27.95,111.8
2025-04-22,STORE001,MED077,Eye Drops 50mg,3,49.1,147.3
2025-04-22,STORE003,MED076,Antihistamine 100mg,2,15.6,31.2
2025-04-22,STORE002,MED075,Antihistamine 50mg,5,17.24,86.2
2025-04-22,STORE005,MED074,Sleeping Pills 100mg,1,22.84,22.84
2025-04-22,STORE004,MED072,Budesonide 100mg,3,62.21,186.63
2025-04-22,STORE004,MED071,Budesonide 50mg,1,48.03,48.03
2025-04-22,STORE001,MED070,Theophylline 100mg,3,86.18,258.54
2025-04-22,STORE001,MED069,Theophylline 50mg,10,75.76,757.6
2025-04-22,STORE002,MED067,Montelukast 50mg,1,50.81,50.81
2025-04-22,STORE002,MED066,Salbutamol 100mg,3,52.19,156.57
2025-04-22,STORE002,MED065,Salbutamol 50mg,1,40.3,40.3
2025-04-22,STORE003,MED064,Moisturizer 100mg,2,34.89,69.78
2025-04-22,STORE003,MED062,Hydrocortisone 100mg,2,37.58,75.16
2025-04-22,STORE004,MED059,Clotrimazole 50mg,3,54.89,164.67
2025-04-22,STORE005,MED079,Ear Drops 50mg,3,44.07,132.21
2025-04-22,STORE001,MED039,Sitagliptin 50mg,2,53.09,106.18
2025-04-22,STORE005,MED037,Insulin 50mg,3,37.31,111.93
2025-04-22,STORE002,MED017,Cetirizine 50mg,15,13.84,207.6
2025-04-22,STORE005,MED015,Cephalexin 50mg,3,44.88,134.64
2025-04-22,STORE005,MED014,Ciprofloxacin 100mg,1,31.53,31.53
2025-04-22,STORE004,MED013,Ciprofloxacin 50mg,3,31.31,93.93
2025-04-22,STORE003,MED011,Azithromycin 50mg,3,30.5,91.5
2025-04-22,STORE004,MED008,Diclofenac 100mg,14,14.57,203.98
2025-04-22,STORE004,MED018,Cetirizine 100mg,3,18.68,56.04
2025-04-22,STORE002,MED007,Diclofenac 50mg,14,12.7,177.8
2025-04-22,STORE003,MED005,Aspirin 50mg,11,13.26,145.86
2025-04-22,STORE001,MED004,Ibuprofen 100mg,13,11.51,149.63
2025-04-22,STORE001,MED003,Ibuprofen 50mg,12,9.06,108.72
2025-04-22,STORE005,MED002,Paracetamol 100mg,12,9.77,117.24
2025-04-22,STORE002,MED001,Paracetamol 50mg,9,9.61,86.49
2025-04-22,STORE005,MED038,Insulin 100mg,6,70.12,420.72
2025-04-22,STORE005,MED006,Aspirin 100mg,11,10.23,112.53
